Name,senolytic,Anti-aging Probability,BalabanJ,Chi2v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,FpDensityMorgan3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Kappa3,MaxAbsPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MolMR,MolWt,PEOE_VSA12,PEOE_VSA14,PEOE_VSA3,PEOE_VSA5,PEOE_VSA9,SMR_VSA10,SMR_VSA4,SMR_VSA7,SMR_VSA9,SlogP_VSA1,VSA_EState2,VSA_EState5,VSA_EState7
Pemirolast potassium,0,0.11676401,2.384384199,3.564328568,0,4.794537184,0,16.94712288,5.647177221,3.058823529,-2.57,17,220.151,1.397739276,0.330173034,0.192968632,0.265671572,58.34,227.207,0,0,4.983978521,0,5.563451492,5.647177221,0,40.44367685,11.38785599,10.6579487,16.39138889,0.192968632,3.10547997
Dextromethorphan hydrobromide monohydrate,0,0.029201293,1.878064713,7.033571181,0,0,0,0,5.414990469,3,-1.02,20,246.204,1.604791759,0.496757233,0.455902778,0.118674643,81.369,271.404,0,0,0,0,7.109797541,0,5.917906046,29.32600419,5.749511833,4.736862954,2.626397628,1.911511716,8.222769668
Droperidol,0,0.085403666,1.339540856,7.062404363,0,13.97948942,0,17.29020919,11.98427311,2.642857143,-2.99,28,357.259,3.821275494,0.330306957,0.040356833,0.305228237,107.8532,379.435,0,5.689743398,9.184952232,0,11.03340144,22.51368569,0,76.47190957,0,5.689743398,29.65929892,-0.291341714,4.077047452
Bambuterol hydrochloride,0,0.04707418,3.095386878,7.409242738,18.29044653,14.69560176,0,23.58270532,5.563451492,1.769230769,-2.32,26,338.214,7.283005791,0.414203922,0.170438951,0.410065233,98.5795,367.446,0,12.18648014,9.589074368,0,6.103966388,12.18648014,0,23.7625527,11.49902367,14.79051451,26.15749108,0.356601474,-2.020623898
Betamethasone,0,0.019870713,1.837691879,9.749150874,52.42969696,24.90865655,4.390415048,18.12197262,24.8355694,2.642857143,-1.37,28,363.235,2.014263809,0.389712416,0.067556453,0.189906192,99.9444,392.467,0,0,4.390415048,0,6.103966388,11.56648989,28.58369908,23.80116485,0,0,24.38037654,-2.119133575,4.439214382
Colchicine,0,0.14414886,2.41412798,6.750545771,0,9.589074368,0,23.12732278,35.65363024,2.24137931,-3.22,29,374.243,3.721770404,0.492703839,0.166710811,0.220215693,109.2347,399.443,17.08548195,0,0,0,34.48103099,5.907179729,0,45.61569883,34.12495032,29.69303081,24.48058471,1.604914756,1.268551745
Metergoline,0,0.11047115,1.250464485,8.868508188,0,4.794537184,0,6.093240071,31.02929129,2.8,-2.79,30,374.294,3.474833695,0.444689998,0.306273195,0.406975126,118.5187,403.526,0,6.093240071,4.794537184,0,0,16.996165,12.96557803,71.41813459,0,5.316788604,14.6844419,0.926419277,4.171188578
Brinzolamide,0,0.032100707,2.444230703,10.14657214,20.04658231,16.83559397,0,21.00495559,43.01745377,2.782608696,-0.56,23,362.349,3.924105336,0.384638916,0.051983182,0.252499371,87.3617,383.517,10.02329115,0,21.97456771,11.33678588,0,31.38336818,5.138973738,11.62981856,0,10.45576234,0,0,0.566793863
Ambroxol hydrochloride,0,0.019946935,1.938306844,6.616771603,0,5.106527395,0,6.103966388,6.041840829,2.555555556,-0.1,18,359.964,3.697027681,0.397549912,0.103579984,0.054100721,81.3569,378.108,0,0,0,0,11.79135266,37.54727407,0,26.64162466,0,11.05045608,0,0,3.768586021
Benfluorex,0,0.07004896,1.740273419,5.759377273,17.7090553,17.96578233,0,12.64872279,24.09248101,2.52,-2.34,25,331.208,6.229318808,0.460742229,0.042675002,0.415919485,89.3372,351.368,0,12.14560381,4.794537184,0,11.12690298,5.969305288,0,71.28765809,0,5.316788604,11.75530683,-0.395433849,-3.88009115
Bepridil hydrochloride,0,0.012007351,1.735119471,8.029873732,0,0,0,0,11.95974688,2.148148148,-1.84,27,332.277,6.36903404,0.379487762,0.439970711,0.063869726,114.186,366.549,0,0,0,0,12.64872279,5.687386275,5.917906046,66.22712218,0,4.899909731,5.137216553,0.582197428,2.620442075
Meloxicam,0,0.027480692,2.08682722,8.068550181,15.93047088,18.31886156,0,21.91513915,5.13155848,2.695652174,-2.39,23,338.305,2.47091526,0.504861547,0.040145319,0.278117149,86.4203,351.409,0,0,13.40177551,11.33678588,4.895483476,38.15798011,0,46.59994984,0,5.316788604,17.27904064,-1.123952664,1.588439167
Benzbromarone,0,0.13028543,2.207612444,6.576248154,0,9.901064579,0,11.53275678,37.8364312,2.454545455,-1.59,22,411.992,2.48262669,0.505580782,0.073441358,0.196755272,92.5313,424.088,0,0,0,0,14.50889052,48.6123771,0,62.23079184,5.749511833,0,12.93356009,0.62410793,0.635095427
Ketotifen fumarate,0,0.074500255,1.958174479,7.11844532,0,4.794537184,0,5.783244946,6.420821623,2.636363636,-1.71,22,290.282,2.250536473,0.305731265,0.264793976,0.177294969,91.5485,309.434,0,0,0,11.33678588,4.877147194,22.69313535,0,62.85250431,0,0,15.91289352,0.264793976,2.729820405
Debrisoquin sulfate,0,0.045183755,1.51E-07,6.651011968,0,0,0,11.91910914,0,1.346153846,-3.02,26,324.262,4.1395921,0.369978293,0.175465797,0.18818801,104.9402,350.47,0,0,0,0,0,11.91910914,11.46733495,70.78474251,0,11.46733495,3.782407407,0.350931595,1.991574074
Amethopterin,0,0.13660839,1.674622124,7.200234726,23.88763113,19.49013895,0,30.1712968,23.40256234,2.424242424,-4.55,33,432.271,5.782489078,0.481229256,0.013755321,0.325721201,118.2616,454.447,5.948339281,11.93861058,14.76249423,0,18.43552797,46.46325658,0,41.71969133,0,21.68403329,52.69354289,-2.907975405,0.963954897
Methylergometrine maleate,0,0.038321976,1.710643599,7.226379962,0,9.901064579,0,24.47380857,12.58659724,3.08,-2.11,25,314.239,2.675737223,0.394243148,0.005315334,0.228040687,99.1952,339.439,5.907179729,0,0,0,18.56662884,22.38320919,5.917906046,41.59886787,0,5.316788604,18.33765555,-0.182093963,5.969651469
Cefditoren Pivoxil,0,0.1183851,1.551736912,12.67605304,47.37661645,19.17814874,0,22.23421079,11.32595814,2.609756098,-3.76,41,592.511,6.598935159,0.427438251,0.006973969,0.357782713,154.5121,620.735,6.792942306,11.93861058,14.76249423,34.43545671,16.61945774,75.10769033,10.5707032,44.50176918,0,11.05045608,67.00180389,-2.262128843,3.545007316
Clofazimine,0,0.18653922,1.803450331,8.998028292,0,0,0,6.041840829,10.04526663,2.212121212,-3.34,33,451.231,4.449718008,0.353710269,0.130199338,0.090014774,138.1357,473.407,0,0,4.983978521,0,33.46587415,45.61005377,4.992404733,100.331636,17.07524226,10.67401905,9.86981394,0,0
Nafronyl oxalate,0,0.07477004,1.694890678,7.604429945,0,4.794537184,0,17.99117772,13.02770359,2.714285714,-1.91,28,350.268,5.55360659,0.464096984,0.087416383,0.308912634,113.48,383.532,0,5.969305288,0,0,12.02187243,16.74175372,5.917906046,48.02802097,0,0,15.2041905,-0.248889361,3.745722847
Bezafibrate,0,0.023330769,1.84196097,6.510705197,11.5703561,9.589074368,0,5.907179729,29.30117467,2.24,-2.53,25,341.665,5.499454014,0.478304314,0.152937101,0.346952726,96.274,361.825,0,5.969305288,4.794537184,0,0,23.47742491,0,64.68047284,5.749511833,10.05365156,23.05161399,-0.691975781,0.654695592
Nefazodone hydrochloride,0,0.04672496,1.242965057,8.687198805,0,4.794537184,0,5.689743398,19.69639478,2.484848485,-2.77,33,437.761,6.177896565,0.49173378,0.046956222,0.345535312,132.524,470.017,0,5.689743398,9.476340119,0,6.544756406,17.28832616,0,75.92862201,5.749511833,15.32651608,17.70780374,1.623376077,1.621819392
Clebopride maleate,0,0.071073666,1.560083756,6.990686581,0,4.794537184,0,11.94902056,22.02298291,2.615384615,-2.24,26,349.692,4.478592596,0.495841838,0.148664861,0.254817781,104.6236,373.884,0,0,0,0,23.38326862,23.19550589,0,58.61410578,5.749511833,15.78731903,15.03984636,0.260345319,1.840463593
Lidoflazine,0,0.0960255,1.252354035,9.73069065,0,13.57536728,0,23.45952746,6.544756406,1.833333333,-3.09,36,456.346,6.987027631,0.324484592,0.029895816,0.238068067,141.3027,491.626,5.907179729,0,8.780830095,0,6.544756406,11.594566,0,100.6182854,0,5.316788604,17.25626013,-0.377069547,1.877112415
Betaxolol hydrochloride,0,0.008544331,1.602767026,6.44001775,6.103966388,5.106527395,0,0,19.1934792,2.590909091,-1.1,22,278.202,7.250570515,0.490849113,0.30909346,0.118956222,88.3295,307.434,0,0,0,0,6.606881965,0,5.917906046,29.82891977,5.749511833,10.05365156,0,1.6237359,3.126115851
Nicardipine hydrochloride,0,0.074231364,1.839003616,8.338341688,22.77982767,19.70339264,0,23.4404773,30.04704293,2.314285714,-3.98,35,450.301,6.127501497,0.465580056,0.135772156,0.336296878,130.1241,479.533,0,11.93861058,9.589074368,0,29.0972237,17.62599685,0,98.37881255,0,5.316788604,38.84696869,-2.112435922,0
Probucol,0,0.2193375,2.566388476,17.98867348,0,10.21305479,0,25.73901631,11.49902367,0.8,-1.26,35,468.473,7.381438595,0.507339645,0.154646876,0.122601183,156.8066,516.857,0,0,0,23.5237699,4.079054437,23.5237699,0,46.51927424,11.49902367,0,2.335218621,0.838855149,0
Mitoxantrone dihydrochloride,0,0.07723878,1.96860059,7.223513035,11.56648989,19.80212916,0,46.96659356,50.64331098,1.34375,-3.18,32,416.264,4.833685809,0.507154162,0.009392785,0.200045639,119.969,444.488,11.56648989,0,0,0,35.4675699,22.94126244,0,46.51927424,11.49902367,21.26715442,26.74009045,-1.861479491,0
GBR 12909 dihydrochloride,0,0.06903793,1.222912741,8.62636661,0,8.780830095,0,17.73840807,6.606881965,1.727272727,-2.6,33,418.317,7.191656349,0.367459354,0.279402307,0.122730878,128.238,450.573,0,0,8.780830095,0,6.606881965,0,0,107.187568,0,0,4.972431084,-0.558804614,1.970544339
Carbetapentane citrate,0,0.01584536,1.764781983,6.430413316,5.414990469,4.794537184,0,5.969305288,19.82064589,2.333333333,-1.39,24,302.224,4.805816677,0.462565454,0.084682487,0.316138065,96.154,333.472,0,5.969305288,0,0,18.6287544,5.969305288,0,35.89528683,0,0,15.02970988,-0.084682487,3.950452994
Dequalinium dichloride,0,0.4474603,1.150789807,9.648122658,0,0,0,0,0,1.294117647,-3.14,34,416.358,5.49288773,0.39784915,0.87730756,0.214274443,143.5208,456.678,11.03340144,0,0,0,22.14722098,33.18062241,0,72.05152667,0,20.60153425,0,0,10.33976515
Ketoconazole,0,0.052814025,1.217537201,9.804614112,5.787111153,4.794537184,0,12.01114612,35.36723845,2.583333333,-2.78,36,503.216,5.466468509,0.490790806,0.128599994,0.219066641,137.596,531.44,11.69429088,0,4.983978521,0,24.50159176,34.79644578,0,76.79429482,5.749511833,9.636772685,19.8303426,-0.201221659,4.978700329
Fusidic acid sodium salt,0,0.22405547,1.820499635,13.62806795,24.14654335,24.90865655,0,45.67576046,37.17429707,2.324324324,-1.66,37,468.335,4.400683648,0.545165665,0.03181059,0.30272855,139.9226,515.711,0,5.969305288,0,0,18.17723806,11.93861058,39.91659559,22.7953337,0,5.106527395,24.69913533,-1.253759265,5.92498788
Terbutaline hemisulfate,0,0.1229438,3.20E-07,9.858884862,12.20793278,30.63916437,0,34.07589784,24.2164158,1.03125,-2.52,32,412.272,11.19889556,0.507810974,0.05110308,0.11913767,124.9742,450.576,0,0,0,0,12.20793278,0,0,47.52510539,22.99804733,10.63357721,0,-0.20441232,-1.505138889
Ketanserin tartrate hydrate,0,0.056652427,1.375955775,7.419585149,5.689743398,18.7740266,0,23.07763873,42.39753248,2.413793103,-3.06,29,373.258,4.04807314,0.32837629,0.048002857,0.306647701,108.7232,395.434,0,5.689743398,9.184952232,0,10.90292493,16.68616988,5.917906046,80.74969354,0,11.24901029,42.35345127,-0.383668453,1.415051654
Hemicholinium bromide,0,0.087252244,1.526387317,10.05528966,11.57422231,10.21305479,0,0,26.30327674,1.266666667,-1.8,30,380.274,4.300526256,0.357449541,0.522304998,0.243410705,115.2604,414.546,11.57422231,0,0,0,41.40445186,0,0,59.65783953,11.12690298,0,0,-2.506386029,0
Kanamycin A sulfate,0,0.020410309,1.722064446,8.789839929,98.35212179,35.74569176,0,12.96557803,0,1.696969697,-0.6,33,448.215,5.323875433,0.393567282,0.084947405,0.186623337,107.7922,484.503,0,0,0,0,12.64872279,0,22.93466991,0,0,22.93466991,0,0,-16.45971269
Amikacin hydrate,0,0.03173859,1.847903729,10.33421477,110.3632679,45.64675634,0,25.93115606,0,2.05,-1.17,40,542.264,7.061065381,0.393567282,0.010081054,0.248699663,131.4257,585.608,5.907179729,0,0,0,18.69056362,5.907179729,22.93466991,0,0,28.25145851,12.57843074,-0.845165471,-19.81915048
Etoposide,0,0.10158944,1.318237005,10.98822167,66.82290882,20.11411937,0,37.25524173,28.18937814,2.261904762,-3.33,42,556.306,4.258657173,0.501699479,0.030064203,0.309940386,138.3454,588.562,12.54245414,5.969305288,0,0,39.45523145,5.969305288,11.83581209,40.95582275,28.74755917,18.94745182,13.38511409,-1.024854437,-6.797222421
"(Z,E) Clomiphene citrate",0,0.04831607,1.857831733,7.198719348,0,0,0,0,6.606881965,1.793103448,-2.55,29,377.745,5.72322591,0.492264054,0.687678454,0.118903347,124.378,405.969,0,0,0,0,5.032286352,22.20633077,0,101.6194934,5.749511833,4.736862954,2.351436737,0.878843852,0
Oxantel pamoate,0,0.13614832,1.81E-07,7.886696171,0,10.21305479,0,0,11.49902367,1.5,-3.54,32,400.312,7.303647743,0.507944274,0.292673637,0.122687913,133.3796,432.568,0,0,0,0,0,23.82327979,9.984809465,71.80987974,11.49902367,0,13.16578798,2.603111825,10.18307897
Prochlorperazine dimaleate,0,0.05089372,1.493235645,8.352154207,0,0,0,0,0,2.52,-1.2,25,349.761,3.822382045,0.339550847,0.808147065,0.056730031,107.577,373.953,0,0,0,0,11.37477255,34.73759739,0,47.48720279,0,4.899909731,10.06854617,0,1.161377551
Hesperidin,0,0.46490157,1.303996578,10.62787112,85.65538969,45.64675634,0,34.98232045,5.563451492,2.23255814,-3.25,43,576.293,6.083570666,0.50690696,0.045718968,0.228727824,140.6989,610.565,6.290026729,0,0,0,26.24146752,5.783244946,0,41.45873833,28.74755917,14.21058886,12.89260267,-0.998558346,-15.908523
Testosterone propionate,0,0.06233104,1.590853355,9.422770592,0,9.589074368,0,22.90325261,24.03987866,2.68,-1.12,25,312.239,2.522852981,0.461777277,0.04109543,0.305293342,96.881,344.495,0,5.969305288,0,0,0,11.75255023,28.58369908,11.64912464,0,0,23.77835882,2.412258895,11.26524816
Haloprogin,0,0.21469142,2.847595353,4.017656698,0,0,0,6.606881965,20.81741177,2.428571429,0.18,14,357.361,3.393743256,0.479298091,0.278394117,0.14944302,68.763,361.393,0,0,0,0,15.06789994,57.3936903,0,27.20063408,15.59711125,4.736862954,0,3.22407683,0
(L) Thyroxine,0,0.051272422,2.302631555,9.523795307,12.01114612,9.901064579,0,12.17033346,18.63938821,2,0.39,24,765.784,5.198827083,0.505725189,0.241620425,0.320315512,124.806,776.872,0,5.969305288,0,0,14.28072908,96.3327878,5.733667477,44.10964885,17.2485355,10.47053043,10.89762921,0.549159408,0.260538701
Idebenone,0,0.16026603,2.409195435,6.130332184,0,9.589074368,0,29.6917016,17.56703068,1.708333333,-1.62,24,308.204,5.478140051,0.489499143,0.006138195,0.227501318,92.3968,338.444,23.08481964,0,0,0,14.21959508,11.56648989,0,22.6645388,0,0,24.70628208,-0.456574626,9.17374665
Pepstatin A,0,0.09877259,5.603986579,14.83259381,84.85680437,38.98027789,0,41.91753158,12.84164325,1.291666667,-3.26,48,622.4,17.76617833,0.481158417,0.015199409,0.305555373,182.2519,685.904,29.53589865,5.969305288,0,0,37.13325768,35.50520393,29.58953023,0,0,26.58394302,75.94592887,-4.249085126,-2.764036771
Delavirdine,0,0.07835981,1.45125956,10.06058146,10.02329115,13.21233417,0,5.907179729,43.60218072,2.5625,-3.27,32,428.348,4.960135055,0.379883148,0.069424091,0.269923957,127.8774,456.572,10.02329115,0,13.40177551,0,11.94315546,44.02603114,0,48.28897398,0,14.9387932,24.80415916,0.837813804,2.894318499
Adamantamine fumarate,0,0.12940273,1.02E-07,10.55985573,0,0,0,0,11.0778505,0.727272727,-0.08,22,268.234,2.452628842,0.325030481,0.300347222,0.016184112,90.1808,302.506,0,0,0,0,0,0,46.97477123,0,0,11.46733495,0,6.118055556,17.13958333
Butoconazole nitrate,0,0.14033625,1.733291016,8.2767144,0,0,0,0,15.29520466,2.36,-1.13,25,394.649,5.420060019,0.33637198,0.32155376,0.094578211,108.107,411.785,0,0,4.983978521,11.76188495,16.3725867,46.56470462,0,81.81692813,0,0,5.069374943,0,7.564629804
Amiodarone hydrochloride,0,0.09268778,1.888864773,9.797817504,0,4.794537184,0,5.783244946,17.73378495,2.387096774,-1.13,31,616.087,5.815185868,0.490030676,0.015348308,0.196750409,143.4175,645.319,0,0,0,0,12.70381603,61.93423056,0,60.42571736,5.749511833,4.736862954,15.92083751,1.659588805,2.820908263
Amphotericin B,0,0.120438814,1.859385458,17.56762344,146.9282509,65.76087571,0,31.60119254,0,1.815384615,-3.44,65,850.507,18.63756794,0.480882984,0.107125094,0.311304345,236.9912,924.091,0,11.93861058,0,0,79.60629272,11.93861058,23.48738562,85.0642815,0,5.733667477,25.07792721,-6.828012827,3.458918148
Dienogest,0,0.0960255,1.718244878,8.213959097,5.601050811,9.901064579,0,17.61905704,18.25663372,2.869565217,-1.4,23,286.225,2.006321787,0.388235747,0.121864568,0.155804103,87.3188,311.425,0,0,0,0,18.09109375,5.783244946,17.25080256,22.7953337,6.069221313,0,11.70598797,1.338710587,9.66735801
Amifostine,0,0.011823394,3.062398421,6.06523631,6.797627492,4.565048285,0,0,30.22409121,2.583333333,0.42,12,199.107,10.42,0.383528369,0.425445641,0.330424745,51.0432,214.227,0,6.797627492,4.565048285,0,0,18.17935229,5.733667477,0,0,11.05045608,16.89327995,0.425445641,0.889461687
Carbarsone,0,0.047958106,2.894555728,5.946424964,20.20371075,8.534026321,0,4.351191436,5.687386275,2.142857143,-1.231558442,14,251.009,2.917070974,0,0.043383881,0,50.1602,260.081,0,82.2835885,0,0,0,30.24228846,5.733667477,24.26546827,0,15.40164752,10.41189861,0,0
Amlodipine,0,0.015365343,2.673625138,6.47094223,17.85651662,9.589074368,0,18.78686846,40.70490633,2.535714286,-2.35,28,383.682,4.729428437,0.465580051,0.109219104,0.336344535,105.5771,408.882,0,11.93861058,9.589074368,0,49.69159785,23.53955047,5.733667477,57.39184077,0,11.05045608,25.46096426,-1.864127273,0
Modafinil,0,0.024145423,2.396313501,5.714365623,16.70674877,9.003435676,0,11.00279164,0,1.736842105,-1.94,19,258.237,3.51348602,0.368878334,0.130500756,0.229574902,76.9308,273.357,5.907179729,0,0,0,5.24993803,16.70674877,5.733667477,71.79057367,0,5.733667477,11.00597191,-0.676615961,0
Bacampicillin hydrochloride,0,0.05942822,1.634197955,9.710787253,58.47547486,19.17814874,0,6.606881965,5.563451492,2.5,-2.79,32,438.312,4.678331618,0.510855682,0.12181908,0.434504353,115.0541,465.528,18.10438619,12.12467092,9.589074368,11.76188495,6.606881965,35.70091533,5.733667477,35.89528683,0,11.05045608,51.02688644,-1.584625759,-2.138480867
Lamivudine,0,0.02665774,2.204299752,4.270899953,5.689743398,4.794537184,0,24.08864428,5.752853607,3.2,-1.05,15,218.173,2.137865937,0.392758377,0.057224033,0.351149129,56.3632,229.261,0,5.689743398,4.794537184,11.76188495,6.606881965,17.57974773,0,22.74749122,0,11.42341088,15.04457011,0.816764954,1.183413643
Biotin,0,0.044680875,1.703040654,5.533546785,5.969305288,9.589074368,0,24.53561779,5.24993803,3,-0.91,16,228.188,2.607199344,0.48123039,0.064040769,0.314936293,61.5932,244.316,0,12.0004198,4.794537184,0,12.08368166,23.76230475,0,0,0,10.63357721,21.46106045,0.236381042,2.880333837
Bisacodyl,0,0.3451053,1.967155496,6.012974328,0,9.589074368,0,17.85651662,11.49902367,1.592592593,-3.47,27,342.245,4.788877195,0.426733576,0.107448035,0.30752394,100.684,361.397,0,11.93861058,0,0,11.61183404,11.93861058,0,89.7477123,11.49902367,9.473725908,26.73304313,0.172761438,1.752772039
Erlotinib,0,0.16776335,1.956916735,6.071032107,0,0,0,0,43.7444143,2.344827586,-3.34,29,370.259,5.347720173,0.48726952,0.392174356,0.162995094,111.9397,393.443,0,0,9.967957042,6.423349896,18.73046465,22.40817398,0,48.28897398,23.84280788,14.79051451,8.754103465,4.443107153,6.994191361
Suloctidil,0,0.06489012,2.280787788,8.34096088,6.103966388,5.106527395,0,6.041840829,5.24993803,2.173913043,-0.51,23,302.293,8.781025635,0.386793249,0.091892243,0.093976166,103.2355,337.573,0,0,0,11.76188495,6.103966388,11.76188495,0,29.82891977,0,5.316788604,1.267260644,0,7.398562722
Zotepine,0,0.019946935,2.000498137,6.960908231,0,0,0,0,6.606881965,2.727272727,-1.42,22,313.724,3.487059563,0.491566286,0.650416903,0.127911634,94.394,331.868,0,0,0,0,0,35.19800982,0,58.61410578,0,0,4.515271593,0.885925926,2.111265432
Carisoprodol,0,0.023241926,4.239056777,5.043541619,17.60147061,9.589074368,0,19.25560476,0,2.277777778,-1.46,18,236.142,7.755008454,0.448993765,0.024815602,0.406845038,68.1701,260.334,0,12.18648014,9.589074368,0,0,12.18648014,11.14865795,0,0,11.05045608,21.99050083,0,0.387591543
"Cephalosporanic acid, 7-amino",0,0.017045317,2.258623707,5.078152848,23.88763113,14.38361155,0,17.67779409,11.32595814,2.833333333,-1.54,18,260.186,1.970720726,0.476559454,0.104907407,0.35226036,62.3622,272.282,5.907179729,11.93861058,4.794537184,11.76188495,0,29.60767525,5.733667477,11.27014384,0,5.733667477,34.69212233,-1.726410515,0
Linagliptin,0,0.18476751,1.688773139,8.920545077,11.24901029,9.589074368,0,19.13135364,29.48137812,2.714285714,-3.97,35,444.329,3.976323703,0.340599501,0.030593369,0.332402353,135.4834,472.553,5.948339281,5.689743398,14.76249423,5.920434319,18.60621353,28.01514215,12.78133946,56.62188543,11.84086864,21.8825875,42.98861886,6.955630946,1.882544197
Buflomedil hydrochloride,0,0.051653787,2.061071437,5.482395331,0,4.794537184,0,5.783244946,29.23280861,2.136363636,-1.75,22,282.19,3.913708842,0.496480099,0.051435185,0.16991046,85.3365,307.39,0,0,0,0,21.32939262,5.783244946,0,17.69618563,17.2485355,14.21058886,14.97065292,1.669084947,3.897682508
Dibenzepine hydrochloride,0,0.016914913,2.136618774,5.82494684,0,4.794537184,0,5.907179729,6.544756406,2.181818182,-2.33,22,274.218,2.460797315,0.342269708,0.06412037,0.259998187,91.1775,295.386,0,0,0,0,22.62561032,22.96933855,0,54.09438804,0,9.799819462,19.11398998,0.06412037,0
Roxatidine acetate hydrochloride,0,0.07558479,1.626394659,6.31643781,5.969305288,9.589074368,0,12.51406169,19.57245999,2.76,-2.08,25,320.219,8.026007568,0.493519413,0.2274447,0.302635209,95.3247,348.443,0,5.969305288,0,0,6.606881965,11.87648502,0,29.82891977,5.749511833,10.05365156,24.47742328,0.113329862,4.622981035
Valacyclovir hydrochloride,0,0.15817435,1.836016512,5.312383964,17.57041301,9.589074368,0,37.32752672,5.647177221,2.869565217,-2.46,23,304.181,4.047252657,0.462068954,0.00078988,0.322756283,82.2855,324.341,5.948339281,5.969305288,4.983978521,0,12.93420204,23.08152251,11.65157352,16.68112415,0,17.02660185,33.48268697,-0.45012594,1.423644442
Cisapride,0,0.052618954,1.491384532,8.080532042,0,9.184952232,0,23.87020779,40.92413312,2.71875,-2.55,32,436.721,6.245836345,0.495841838,0.138657497,0.254908783,122.0366,465.953,0,0,4.390415048,0,42.1359578,23.19550589,0,52.80150806,11.49902367,20.52418199,15.14933047,0.463471537,1.417618018
Pefloxacine,0,0.038035095,2.183159031,6.074159375,17.21531652,19.08601681,0,10.94967571,30.83835621,2.5,-2.41,24,313.203,2.752992314,0.477497024,0.103821754,0.340722851,90.5093,333.363,5.428790392,5.969305288,9.184952232,0,11.20408699,22.55961649,0,39.93357762,0,10.32870012,27.72314303,-1.789817316,1.33201011
Corticosterone,0,0.021698099,1.700111312,9.419815251,6.103966388,19.80212916,0,40.83916489,24.67745534,2.72,-1,25,316.227,2.328512397,0.39277466,0.054148968,0.161297578,93.6826,346.467,0,0,0,0,6.103966388,11.56648989,34.50160512,11.64912464,0,0,24.1761099,1.118041564,7.321806976
Cyanocobalamin,0,0.14128143,1.231938001,29.53689074,143.3359561,58.49516652,0,92.0858005,56.40578344,2,-7.003506494,93,1266.684,13.53344839,0,0.011083149,0,335.6942,1355.388,0,417.2100551,4.983978521,0,23.96760347,77.34141167,94.71080512,63.9003043,5.003645222,44.61220507,128.9189243,-7.879103183,-5.381917843
Cefadroxil,0,0.023599297,1.706859008,7.004351723,35.24121922,24.59666634,0,11.44655115,16.88940963,2.6,-2.52,25,346.259,2.959542148,0.507966625,0.011961084,0.352114881,90.3937,363.395,5.907179729,5.969305288,4.794537184,11.76188495,0,29.5455497,5.733667477,41.09906361,5.749511833,11.05045608,37.21878264,-1.607010663,0
Digitoxigenin,0,0.692642,1.467385373,10.7199008,5.601050811,15.00759197,0,28.82115866,24.3606001,2.592592593,-0.87,27,340.249,2.319701453,0.457979662,0.125676046,0.330661,101.7256,374.521,0,5.969305288,4.794537184,0,11.7050172,5.969305288,34.50160512,11.64912464,0,0,11.62699989,1.586772664,10.78616221
Doxorubicin hydrochloride,0,0.09334688,1.68626321,10.15993306,95.66900423,39.91624853,0,34.42413942,0,2.487179487,-3.39,39,514.293,4.111772825,0.506847955,0.017252414,0.201631281,131.7544,543.525,5.783244946,0,0,0,42.11205118,17.34973484,5.733667477,51.57981016,17.2485355,10.47053043,39.73908207,-3.774704748,-5.122799848
Carbimazole,0,0.009898064,2.959704461,2.625692597,6.093240071,4.794537184,0,0,11.37794774,2.75,-1.1,12,176.156,1.554964867,0.449163637,0.35664777,0.419825045,46.657,186.236,0,6.093240071,9.361636832,0,6.606881965,18.31111351,7.047671983,17.16475291,0,0,11.13958333,0,2.863564815
Epiandrosterone,0,0.0708162,1.637539377,9.003127505,0,9.901064579,0,11.51895686,17.11614146,2.619047619,-0.37,21,260.207,1.837078375,0.393119728,0.012444452,0.138555284,82.7408,290.447,0,0,0,0,6.103966388,5.783244946,34.50160512,0,0,0,12.37728145,3.536154153,10.14812748
Estradiol-17 beta,0,0.0532062,1.711199877,7.436274352,0,10.21305479,0,11.51895686,17.58532393,2.85,-1.02,20,248.196,1.604791759,0.507956032,0.08827339,0.115370618,78.7306,272.388,0,0,0,0,6.103966388,0,17.25080256,29.32600419,5.749511833,0,0,2.488895647,6.780339821
Clobutinol hydrochloride,0,0.009633653,2.676866219,5.760142336,5.601050811,5.106527395,0,5.917906046,6.420821623,2.294117647,-0.57,17,233.613,4.663060149,0.389506516,0.215905612,0.069701567,73.4978,255.789,0,0,0,0,5.601050811,11.60093989,5.917906046,34.85155308,0,0,2.098212449,0.215905612,0.651959877
Nebivolol hydrochloride,0,0.08694165,1.236525494,7.686988762,12.20793278,18.99388489,0,36.93188727,37.18231016,1.724137931,-2.22,29,380.241,4.685431508,0.487379502,0.256719153,0.126052218,103.1573,405.441,0,0,8.780830095,0,0,0,0,59.15954708,11.49902367,14.79051451,0,0.62432368,0.214027188
Oxcarbazepine,0,0.04707418,2.316402369,4.419462285,6.031114512,9.589074368,0,12.20406657,16.93822404,2.368421053,-2.62,19,240.177,1.775485536,0.350883979,0.007592593,0.32341358,72.6409,252.273,0,6.031114512,4.794537184,0,11.37477255,23.18913201,5.733667477,59.65783953,0,10.63357721,25.43211546,-0.007592593,0.274768519
